Ngày,Số chứng từ,Đơn hàng bán,Khách hàng,Diễn giải,Vật tư,Tên vật tư,Đơn vị tính 1,Só lượng (1),Số lượng (2),Đơn vị tính 2
6/3/2023,SIM06/23-006,SO2305-0039,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 03/06/2023,Xe 51C-67266",TPH060088INT.AQ34THAC253,"Bao TP-PP, trắng tẩy, K60x88LL, TL: 105g/cái, MK: AQUA FLOUR 34 THAI - CODE 253(2+1) (Mã: 5000620). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",CAI,5000,530,KG
6/3/2023,SIM06/23-008,SO2304-0033,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 02/06/2023; Số cont : TGBU5163304; Số seal : YMAN630326; INV : 139,0102125062000000,"Vải cuộn PP, tráng hấp PE, trắng trong, K58.5cm, MĐ: 8.0x8.0, TL: 100.0g/m. [3000m/cuộn] [920D, 8x8]",M,253649,25290,KG
6/3/2023,SIM06/23-009,SO2305-0002,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 03/06/2023; Số cont : CULU6028737; Số seal : U200596; INV : 140,0102125017000000,"Vải cuộn PP, trắng đục, K58.5cm(+1/-0.5), MĐ: 10.0x9.0, TL: 81g/m(+/-2). [3500 m/cuộn]/THACUSAN585100009081TRDU",M,52383,4241.5,KG
6/3/2023,SIM06/23-009,SO2305-0002,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 03/06/2023; Số cont : CULU6028737; Số seal : U200596; INV : 140,0102125018000000,"Vải cuộn PP, trắng đục, K58.5cm, MĐ: 10.0x10.5, TL: 83.0g/m(+/-2.0). [3500m/cuộn]/THACUSAN585100009083TRDU",M,70688,5848,KG
6/3/2023,SIM06/23-009,SO2304-0033,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 03/06/2023; Số cont : CULU6028737; Số seal : U200596; INV : 140,0102125062000000,"Vải cuộn PP, tráng hấp PE, trắng trong, K58.5cm, MĐ: 8.0x8.0, TL: 100.0g/m. [3000m/cuộn] [920D, 8x8]",M,60284,5991,KG
6/3/2023,SIM06/23-009,SO2305-0002,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 03/06/2023; Số cont : CULU6028737; Số seal : U200596; INV : 140,0102125065000000,"Vải cuộn PP, trắng đục, K66.0cm(+1/-0.5), MĐ: 11.0x12.0, TL: 106g/m(+1/-2). [Hooking]",M,76304,8093,KG
6/3/2023,SIM06/23-009,SO2303-0046,SANPOLY INDUSTRY SDN BHD,XK CUỘN NGÀY 03/06/2023; Số cont : CULU6028737; Số seal : U200596; INV : 140,THACUSAN787100110126TRDU,"Vải cuộn PP màu trắng đục khổ 78.7cm, MĐ: 10.5x11.5; TL: 126g/m (Dung sai KH yêu cầu 78.7-80.0cm) [3000m/cuộn]",M,12060,1520.5,KG
6/5/2023,SIM06/23-007,SO2303-0006,P &  P DONGWON/ SEOGANG DISTRIBUTION,Xk bao ngày 05/06/2023; số cont : EISU8490054; Số seal : EMCKGR2873 ; INV : 141,THACUDOW455100110070CA00,"Vải cuộn PP, màu cam, K45.5cm, MĐ: 10x11, 2x1, TL: 70g/mét.",M,164493,11632,KG
6/5/2023,SIM06/23-007,SO2303-0006,P &  P DONGWON/ SEOGANG DISTRIBUTION,Xk bao ngày 05/06/2023; số cont : EISU8490054; Số seal : EMCKGR2873 ; INV : 141,THACUDOW455100110070CAXL,"Vải cuộn PP, màu cam biên xanh lá, K45.5cm, MĐ: 10x11, 2x1, TL: 70g/mét.",M,52058,3639,KG
6/5/2023,SIM06/23-007,SO2303-0006,P &  P DONGWON/ SEOGANG DISTRIBUTION,Xk bao ngày 05/06/2023; số cont : EISU8490054; Số seal : EMCKGR2873 ; INV : 141,THACUDOW455100110070VABT,"Vải cuộn PP, màu vàng biên trong, K45.5cm, MĐ: 10x11, 2x1, TL: 70g/mét.",M,64127,4439,KG
6/5/2023,SIM06/23-007,SO2304-0022,P &  P DONGWON/ SEOGANG DISTRIBUTION,Xk bao ngày 05/06/2023; số cont : EISU8490054; Số seal : EMCKGR2873 ; INV : 141,TPH049085G056CAMDW.ICE,"Bao TP-PP, màu cam, K49(+/-0.5)x85PB(+/-1), đáy gấp 2 lần may 1 đường, TL: 56g/cái (+/-2), MK: ICE BAG (0+1). [Nẹp dây + ép kiện 500 cái]",CAI,100700,5785.7,KG
6/5/2023,SIM06/23-010,SO2304-0016,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SÀI GÒN XANH,XK BÁN HÀNG NGÀY 05/06/2023; XE 51C-67266,TPH043065G052CAMSGX.A01,"Bao PP-TP, màu cam + tráng hấp, K43.0x65.0PB, TL: 52.0g/cái, MK: SGX-A01. [Cột 100 cái/xấp trở đầu 50:50]",CAI,9800,490,KG
6/5/2023,SIM06/23-010,SO2304-0016,CÔNG TY TNHH CÔNG NGHỆ SINH HỌC SÀI GÒN XANH,XK BÁN HÀNG NGÀY 05/06/2023; XE 51C-67266,TPH050085G075CAMSGX.B01,"Bao PP-TP, màu cam + tráng hấp, K50.0x85.0PB, TL: 75.0g/cái, MK: SGX-B01. [Cột 100 cái/xấp trở đầu 50:50]",CAI,15000,1114.5,KG
6/6/2023,SIM06/23-011,SO2305-0044,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 06/06/2023,Xe 51C-67266",TPH045055G070INT.BMDC003,"Túi TP-PP, tráng ngoài, K45x55LL, TL: 70g/cái, MK: BỘT MÌ ĐỊA CẦU - CODE 003 (2+2) (Mã: 5000521). [Bao túi xách: Tép 50 cái gấp đôi, code ra ngoài, bó 2 tép, cột dây chữ thập trắng]",Cái,5000,333.5,KG
6/6/2023,SIM06/23-011,SO2305-0044,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 06/06/2023,Xe 51C-67266",TPH050080G080INT.IFGP055,"Bao TP-PP, trắng tẩy, K50x80LL, TL: 80g/cái, MK: IFV-GP 25KG CODE 055 (1+0) (Mã: 5000563). (Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập)",Cái,5000,404,KG
6/6/2023,SIM06/23-011,SO2305-0044,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 06/06/2023,Xe 51C-67266",TPH060088G105INT.AQ32602,"Bao TP-PP, trắng tẩy, K60x88LL, TL: 105g/cái, MK: AQUA FLOUR 32 - CODE 602 (2+1) (Mã: 5000618). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",Cái,5000,515,KG
6/6/2023,SIM06/23-011,SO2305-0044,CÔNG TY TNHH INTERFLOUR VIỆT NAM,"Xk bán hàng ngày 06/06/2023,Xe 51C-67266",TPH060088G105INT.AQ32603,"Bao TP-PP, trắng tẩy, K60x88LL, TL: 105g/cái, MK: AQUA FLOUR 32 - CODE 603 (2+1) (Mã: 5000618). [Tép 20 cái gấp 03, code ra ngoài. Bó = 05 tép. Dây cột màu trắng, cột 1 ngang x 1 dọc hình chữ thập]",Cái,5000,518.5,KG
6/6/2023,SIM06/23-012,SO2302-0015,CÔNG TY TNHH VINA FOODS KYOEI - CHI NHÁNH ĐÀ NẴNG,"Xuất bán ngày 06/06/2023, XE 51c-67266",0119134001000000,"Bao TP-PP, trắng đục, K60x86PB, TL: 94g/cái. [EK: 5 tép/kiện, vải PP, bắn đai 4 ngang x 1 dọc, dán nhãn: Tên sản phẩm, NSX, HSD, Số lượng]/TPH060086G094TDVFK",CAI,20000,1866.1,KG
6/6/2023,SIM06/23-013,SO2305-0006,TAUPLENE INDUSTRIES SDN. BHD,"XK cuộn ngày 06/06/2023,số cont: TCNU4607791; Số Seal : YMAM486787 ; INV : 142",THACUTAU127080080078TRDU,"Vải manh cuộn PP, trắng đục, K127.0cm, MĐ: 8.0x8.0, TL: 78.0g/m (61.4gsm)./THACUTAU127080080078TRDU",M,262398,20425.5,KG
6/6/2023,SIM06/23-013,SO2305-0007,TAUPLENE INDUSTRIES SDN. BHD,"XK cuộn ngày 06/06/2023,số cont: TCNU4607791; Số Seal : YMAM486787 ; INV : 142",THACUTAU670080080087TD35,"Vải cuộn PP dệt lồng HDPE, trắng đục, K67.0cm, MĐ: 8.0x8.0, TL: 87(PP) + 38(PE) = 125.0g/m.",M,40686,5069,KG
6/6/2023,SIM06/23-015,SO2306-0002,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI KIÊN THẠNH,Xuất bán ngày 06/06/2023 GIAO THẲNG CHO KH,HAT-PPKC-T03,Hạt nhựa PP kéo sợi - T03,Kg,25500,25500,Kg
6/7/2023,SIM06/23-014,SO2305-0041,MALAYAN FLOUR MILLS BERHAD (LUMUT + PASIR),"Xuất bán ngày 07/06/2023 số cont : EGHU3897353, seal : EMCUAL9652 , INV : 143",0119119001002000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE BLUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIBL",CAI,38000,2949.1,KG
6/7/2023,SIM06/23-014,SO2305-0041,MALAYAN FLOUR MILLS BERHAD (LUMUT + PASIR),"Xuất bán ngày 07/06/2023 số cont : EGHU3897353, seal : EMCUAL9652 , INV : 143",0119119001003000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE GREEN. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIGR",CAI,24000,1865.4,KG
6/7/2023,SIM06/23-014,SO2305-0041,MALAYAN FLOUR MILLS BERHAD (LUMUT + PASIR),"Xuất bán ngày 07/06/2023 số cont : EGHU3897353, seal : EMCUAL9652 , INV : 143",0119119001004000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BICYCLE RED. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBIRE",CAI,8000,614.5,KG
6/7/2023,SIM06/23-014,SO2305-0041,MALAYAN FLOUR MILLS BERHAD (LUMUT + PASIR),"Xuất bán ngày 07/06/2023 số cont : EGHU3897353, seal : EMCUAL9652 , INV : 143",0119119001005000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE (EXPORT). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIEX",CAI,4000,308,KG
6/7/2023,SIM06/23-014,SO2305-0041,MALAYAN FLOUR MILLS BERHAD (LUMUT + PASIR),"Xuất bán ngày 07/06/2023 số cont : EGHU3897353, seal : EMCUAL9652 , INV : 143",0119119001006000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE BICYCLE WISH & ABLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLBIWI",CAI,3000,230.7,KG
6/7/2023,SIM06/23-014,SO2305-0041,MALAYAN FLOUR MILLS BERHAD (LUMUT + PASIR),"Xuất bán ngày 07/06/2023 số cont : EGHU3897353, seal : EMCUAL9652 , INV : 143",0119119001007000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: BLUE ROSES PAU. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMBLROP",CAI,3000,235,KG
6/7/2023,SIM06/23-014,SO2305-0041,MALAYAN FLOUR MILLS BERHAD (LUMUT + PASIR),"Xuất bán ngày 07/06/2023 số cont : EGHU3897353, seal : EMCUAL9652 , INV : 143",0119119001008000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: DIAMOND. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMDIMO",CAI,14000,1086.4,KG
6/7/2023,SIM06/23-014,SO2305-0041,MALAYAN FLOUR MILLS BERHAD (LUMUT + PASIR),"Xuất bán ngày 07/06/2023 số cont : EGHU3897353, seal : EMCUAL9652 , INV : 143",0119119001009000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: EAGLE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMEAGLE",CAI,3000,230.3,KG
6/7/2023,SIM06/23-014,SO2305-0041,MALAYAN FLOUR MILLS BERHAD (LUMUT + PASIR),"Xuất bán ngày 07/06/2023 số cont : EGHU3897353, seal : EMCUAL9652 , INV : 143",0119119001010000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: GOLDEN STATUE. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMGOST",CAI,2000,154.9,KG
6/7/2023,SIM06/23-014,SO2305-0041,MALAYAN FLOUR MILLS BERHAD (LUMUT + PASIR),"Xuất bán ngày 07/06/2023 số cont : EGHU3897353, seal : EMCUAL9652 , INV : 143",0119119001012000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: NB SPECIAL. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMNBSP",CAI,2000,153.7,KG
6/7/2023,SIM06/23-014,SO2305-0041,MALAYAN FLOUR MILLS BERHAD (LUMUT + PASIR),"Xuất bán ngày 07/06/2023 số cont : EGHU3897353, seal : EMCUAL9652 , INV : 143",0119119001013000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: PEACHES (2+1). [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMPEAC",CAI,1000,76.7,KG
6/7/2023,SIM06/23-014,SO2305-0041,MALAYAN FLOUR MILLS BERHAD (LUMUT + PASIR),"Xuất bán ngày 07/06/2023 số cont : EGHU3897353, seal : EMCUAL9652 , INV : 143",0119119001014000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMRERO",CAI,10000,778,KG
6/7/2023,SIM06/23-014,SO2305-0041,MALAYAN FLOUR MILLS BERHAD (LUMUT + PASIR),"Xuất bán ngày 07/06/2023 số cont : EGHU3897353, seal : EMCUAL9652 , INV : 143",0119119001015000,"Bao TP-PP, trắng đục, K48.5x79LL(+/-1), TL: 80g/cái(+/-5%), MK: RED ROSES EXPORT. [Kiện 5 tép 100 cái trở đầu, loại bỏ dây cột, vải áo dệt xếp, nhận dạng MK bên ngoài, bắn đai 5 ngang x 1 dọc]/TPH485079TDMFM.LMREROEX",CAI,6000,461,KG
